,Model,Window,Neutral,Train Score,Test Score,Params,Estimator
0,Random Forest,3,1,0.5511641321750341,0.31868131868131866,"{'max_depth': 2, 'n_estimators': 14}","RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=2, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, n_estimators=14, n_jobs=None,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)"
0,Random Forest,3,0,0.546704959687985,0.2527472527472527,"{'max_depth': 23, 'n_estimators': 23}","RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=23, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, n_estimators=23, n_jobs=None,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)"
0,Random Forest,4,1,0.5459277119152306,0.3589743589743589,"{'max_depth': 15, 'n_estimators': 24}","RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=15, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, n_estimators=24, n_jobs=None,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)"
1,XGBoost,5,0,0.5400100768430114,0.43750000000000006,"{'colsample_bytree': 0.9952328481161518, 'gamma': 2.8779106699694634, 'learning_rate': 0.3107355934374267, 'max_depth': 18, 'min_child_weight': 5.086501689953781, 'n_estimators': 30, 'reg_alpha': 2.0432524812959816, 'subsample': 0.8606064288151868}","XGBClassifier(base_score=0.5, booster='gbtree', colsample_bylevel=1,
       colsample_bytree=0.9952328481161518, gamma=2.8779106699694634,
       learning_rate=0.3107355934374267, max_delta_step=0, max_depth=18,
       min_child_weight=5.086501689953781, missing=None, n_estimators=30,
       n_jobs=1, nthread=None, objective='binary:logistic', random_state=0,
       reg_alpha=2.0432524812959816, reg_lambda=1, scale_pos_weight=1,
       seed=None, silent=True, subsample=0.8606064288151868)"
0,Random Forest,4,0,0.5329273315131655,0.6474358974358974,"{'max_depth': 11, 'n_estimators': 18}","RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=11, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, n_estimators=18, n_jobs=None,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)"
1,XGBoost,5,1,0.5315589245728467,0.5625,"{'colsample_bytree': 0.8506827763063765, 'gamma': 0.1513185862022759, 'learning_rate': 0.1925492086168944, 'max_depth': 16, 'min_child_weight': 3.5302302847587432, 'n_estimators': 15, 'reg_alpha': 7.688009297860126, 'subsample': 0.9836127720671269}","XGBClassifier(base_score=0.5, booster='gbtree', colsample_bylevel=1,
       colsample_bytree=0.8506827763063765, gamma=0.1513185862022759,
       learning_rate=0.1925492086168944, max_delta_step=0, max_depth=16,
       min_child_weight=3.5302302847587432, missing=None, n_estimators=15,
       n_jobs=1, nthread=None, objective='binary:logistic', random_state=0,
       reg_alpha=7.688009297860126, reg_lambda=1, scale_pos_weight=1,
       seed=None, silent=True, subsample=0.9836127720671269)"
0,Random Forest,5,1,0.527566080573927,0.6180555555555556,"{'max_depth': 2, 'n_estimators': 59}","RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=2, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, n_estimators=59, n_jobs=None,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)"
1,XGBoost,4,1,0.5270905990854841,0.3782051282051282,"{'colsample_bytree': 0.8270677567110274, 'gamma': 2.9110766365452, 'learning_rate': 0.02698704388928868, 'max_depth': 13, 'min_child_weight': 13.415068150245327, 'n_estimators': 67, 'reg_alpha': 1.6022932381328014, 'subsample': 0.595481211339351}","XGBClassifier(base_score=0.5, booster='gbtree', colsample_bylevel=1,
       colsample_bytree=0.8270677567110274, gamma=2.9110766365452,
       learning_rate=0.02698704388928868, max_delta_step=0, max_depth=13,
       min_child_weight=13.415068150245327, missing=None, n_estimators=67,
       n_jobs=1, nthread=None, objective='binary:logistic', random_state=0,
       reg_alpha=1.6022932381328014, reg_lambda=1, scale_pos_weight=1,
       seed=None, silent=True, subsample=0.595481211339351)"
1,XGBoost,4,0,0.5210338680926916,0.3141025641025641,"{'colsample_bytree': 0.99663934371961, 'gamma': 2.0512113198079387, 'learning_rate': 0.3345844308153648, 'max_depth': 17, 'min_child_weight': 20.56851862368786, 'n_estimators': 62, 'reg_alpha': 0.3894661462788706, 'subsample': 0.9032282476240162}","XGBClassifier(base_score=0.5, booster='gbtree', colsample_bylevel=1,
       colsample_bytree=0.99663934371961, gamma=2.0512113198079387,
       learning_rate=0.3345844308153648, max_delta_step=0, max_depth=17,
       min_child_weight=20.56851862368786, missing=None, n_estimators=62,
       n_jobs=1, nthread=None, objective='binary:logistic', random_state=0,
       reg_alpha=0.3894661462788706, reg_lambda=1, scale_pos_weight=1,
       seed=None, silent=True, subsample=0.9032282476240162)"
0,Random Forest,1,1,0.518017037032842,0.5089285714285714,"{'max_depth': 11, 'n_estimators': 13}","RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=11, max_features='auto', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, n_estimators=13, n_jobs=None,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)"
